epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
76,28661.2,0.46652,0.27079,0.00185,0.96614,0.96828,0.97568,0.82891,0.64343,0.27427,0.01326,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,29036.3,0.46146,0.27169,0.00181,0.96802,0.96603,0.97627,0.83145,0.63339,0.27059,0.01313,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,29417.8,0.46033,0.27175,0.0018,0.96412,0.96868,0.97614,0.83077,0.63223,0.27234,0.01318,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,29790.8,0.45875,0.26657,0.00184,0.96701,0.96847,0.97529,0.8296,0.63499,0.27553,0.01319,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,30175,0.45104,0.26855,0.00179,0.96611,0.96597,0.97407,0.82629,0.64021,0.28023,0.01324,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,30547,0.44682,0.26544,0.00177,0.96745,0.96714,0.97507,0.82699,0.64349,0.27673,0.01318,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,30921.6,0.44822,0.25797,0.00177,0.96796,0.96654,0.97355,0.82705,0.643,0.27208,0.01315,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,31300.5,0.4391,0.26215,0.00173,0.96539,0.9662,0.97336,0.82658,0.63445,0.27639,0.01314,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,31673.1,0.44591,0.2535,0.00177,0.96431,0.96576,0.97248,0.82579,0.63497,0.28009,0.01314,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,32056.1,0.44183,0.25395,0.00175,0.96539,0.96559,0.97306,0.82449,0.64078,0.27613,0.01316,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,32427.2,0.44044,0.25772,0.00173,0.96757,0.96771,0.97205,0.82449,0.64263,0.28147,0.01319,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,32805.3,0.43717,0.24452,0.0017,0.96423,0.96503,0.97163,0.8237,0.64347,0.28443,0.01316,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,33180.3,0.43915,0.23599,0.00172,0.96574,0.96572,0.97316,0.82636,0.64433,0.28194,0.01313,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,33553.1,0.4329,0.23899,0.0017,0.9648,0.96728,0.973,0.82663,0.64518,0.27762,0.01317,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,33936.4,0.43299,0.23112,0.0017,0.96154,0.96802,0.97256,0.8256,0.64567,0.27898,0.01321,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,34308.5,0.44176,0.22603,0.00169,0.96586,0.96738,0.97324,0.82576,0.64399,0.27322,0.0132,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,34690.1,0.42814,0.23411,0.00165,0.96678,0.96628,0.9721,0.82538,0.64254,0.276,0.0132,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,35064.5,0.42359,0.2301,0.00165,0.9634,0.9695,0.97295,0.82658,0.64231,0.27651,0.01319,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,35435.5,0.42676,0.21375,0.00164,0.96485,0.96901,0.97313,0.8259,0.64433,0.27457,0.01317,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,35820.8,0.41866,0.22461,0.00162,0.96222,0.97138,0.97272,0.82465,0.64468,0.27422,0.01321,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
